text,sentiment
sulit verifikasi wajah,negative
tolong bener ngasih jadwal aplikasi gada jadwal rs sampe gajadi kontrol gara gara ngambil antri gabisa,neutral
tidakbisa login,neutral
aplikasi nya lot gak parah,negative
upgreatnya cepat apk top bgd dah,positive
program bagus,positive
diupdate ngga stabil min,neutral
bantu sehat tingkat garis miskin,neutral
gimana nih dapetin kode verifikasi udah isi pulsa jaring bagus gak masuk kode verifikasi,positive
baiktingkatkan,neutral
nerima otp aja ga masuk sampe jam ulang ulang tetep ga masuk bikin emosi bikin sulit ga apk nya,negative
izin bagi info tau hp pulsa kode otp kirim,neutral
tolong kembang aplikasi aplikasi dipermudahmau daftar ribet bgtya nama aplikasi yg kembang perintah ya gitulah kualitas,neutral
sistem mobilenya cepat akurat,positive
online mudah tingkat layan baik masyarakat,positive
kode otp pake email ga terdaptar kode nomber ga krim kali chat admin wa ga bantu,neutral
moga nya sehat,neutral
like,neutral
daftar online suruh isi nomer telepon nomer telepon aplikasi update soak pelaynannya,neutral
aplikasi logout sandi salah mudah sulit org obat,neutral
bagus gampang masyarakat akses sehat,positive
proses cepat mantap,positive
bagus banget apk nya bantu,positive
manpaat,neutral
aplikasi lot ga,neutral
gin app perintah bagus,positive
ganggu aplikasi perintah gangguanngabisn uang negara aja,neutral
daftar gak susah susah susah,negative
nik salah capcha nik sistem data base gak beres baca digital,neutral
mudah akses,positive
aplikasi super lot layan perintah buruk,negative
knph ya ko gak buka,neutral
aplikasi yg tp bpjs nya yg ribet skrg,neutral
bpjs non aktif kartu wenang alas pemutahiran data ngak kasih umum serta min apps kecewa gimana kegawatdaruratan aplikasi ngak bagus tolong tingkat kapasitas apps sesuai banyak serta apps mudah error,neutral
bantu aplikasi inimudah gampang erti aplikasi nya,neutral
nice apps kemarin malam aplikasi masalah hp kali buka aplikasi sisuruh masukdaftar kemarin lusa okeoke aj sdh beres urus operasi benjol kepala mohon cerah istri jdi repot nih klo brobat faskes rujuk utk faskes klo besok iur mandiri bayar semuatapi kondisi aplikasi terusgimanan brobat udh tau daftar hrs online via hp,negative
udah ambil nomor antri minggu sentra medika pas udh h eh gak obat nomor antri nggak masuk sistem paksa nunggu,neutral
bantu desa,neutral
emg apk nya lot gtu yaa udh pake wifi pke dta ngambil no antri aja lot bngt blng nya blm dpt proses cba tolong baik,positive
bantu antri,neutral
banyak error,negative
eror,neutral
suka lot,positive
masuk aplikasi mobele jkn sulit data,negative
rs wajib daftar online jkn nya gak ambil antre lawak,neutral
mudah mobile jkn urus sangkut layan bpjs laku genggam terimakasih mobile jkn,positive
bagus segi uiux server lancar ayo semangat bantu masyarakat respect,positive
banyak maintenance server,neutral
aplikasi yg bagus,positive
aplikasi bagus bantu moga tingkat kualitas,positive
manfaat obat antri check up rsterima kasih,neutral
bagus daftar online otp verifikasi nomor hp masuk masuk,positive
log in susah banget gmn,negative
aplikasi jelek verifikasi no hp aja gk proses,negative
tolong aktif kembalu sgt tolong,neutral
daftar aja susah jaring bagus udah verifikasi wajah gagal,negative
aplikasi buruk gak layak aplikasi login gk klik brobat keburu sekarat karna aplikasi go block,negative
dahsyat mudah,positive
batu pendaftran se ara online,neutral
bekal kali verifikasi gagal mulu sesuai prosedur saran saran tetep aja gagal ibu kali ribet banget login aja pake pulsa,negative
mudah episien,positive
verifikasi gak bisabisa,neutral
login aja susah banget captcha nya muter mulu,negative
aja update gak login kocak,neutral
tolong buatin mode kamera kasi yg anak bayi tantrum klo foto kamera mah,neutral
aplikasi mobile jkn ngga buka android ngga kompatibel aplikasi mohon solusi terima kasih versi v nya kacau ribet banget guna eror hp sedia layan aplikasi rusak tolong baik uninstal menit instal alhamdulillah aplikasi mobile jkn nya normal versi v terimakasih,positive
aplikasi sampahsusah banget masuk sinyal bagustapi gabisa login,neutral
lupa paswod d suruh verif no hp udah uji coba x tetep aja gada otp masuk parah bener klo gada pulsa bilang jngan nyusahin orang,negative
aplikasi perintah emang ya errornya bug nya pake jaring wifi ga aneh bgt,negative
log out aplikasi pas buka lupa pasword nya alhasil nunggu vertivikasi gak ku ulang kesel ah tau ribet aja,neutral
bug antri sesuai aplikasi aplikasi tolong tingkat,neutral
mudah paham,positive
bagus mudah guna,positive
ko enga bs,neutral
buruk aplikasi pemerintahkirim kode otp kirim pulsa,negative
cepat proses daftar apk mobile jkn love dah,positive
akun susah pake cek biometrik itu sisi samping gimana coba aja susah deteksi,negative
aplikasi gak dikit dikit eror gerak dikit eror mangkanya kalo aplikasi bener log out gilir login password salah bener bener password nya ganti password otp gak masuk masuk tolong kalo gin nyusahin masyarakat sengaja kasih bintang biar baca,neutral
aplikasi yg bantu,neutral
verivikasi wajah susah kode sms masuk,negative
harap tolong aplikasi muncul data keluarga meni baca nilai tolong terimakasih,neutral
aplikasi buka deh adahal udah update,neutral
tingkat kembang sistem,neutral
mantapmembantu keluarga desak,neutral
bantu bagus banget,positive
urus daftar mudah obat simpel jkn,positive
sinyal bagus ambil antri an tulis nya offline udah reset internet aja samadibuka besok logout login pdhal internet youtube lancar wa lancar,positive
aplikasi nya bagus,positive
udah daftar ulang kali aja annnnjjjjjiiinnnggg apk,neutral
bikin aplikasi kalah anak sekolah udah bikin aplikasi bagus lu tuh bayar mahal rakyat,positive
udah update eh nggak masuk login bener kecewa aplikasi sampah,negative
pagi daftar faskes tingkat lanjut laku bulan ni data gak daftar,neutral
bantu dn mudah akses,positive
efisien,neutral
layyanan oke,positive
tibatiba akun masukin nik sandi lainlain nya bilang akun daftar tinggal masuk akun aja bilang nya akun daftar,neutral
apk mudah ganti faskes ga ribet bawa bawa kartu,positive
ajar,neutral
membantusemua praktis terimakasih tahan yaa,neutral
sih apl baru logout udah gitu pas login ulang salah data yg masuk udah bener tolong aplikasi benerin data udah bener ttp ga login,neutral
alhamdulillah bantu keluarga,neutral
mudah semenjak pake apk,positive
bener bener mudah,positive
mudah oleh informasi,positive
masak suruh update update gak simpan penuh apk hapus,neutral
login nya susah banget nomor nik password udah bner aja nggak,negative
alam suruh farmasi cobak bukak antri jkn anjur begadang rebut nomer begadang nya jm pagi apk nya eror lajur nomer kunjung dokter molor istri hamil tua ibu ngidap hipatitis nunggu masuk hapir jm tolong baik apk,positive
apk tolol sumpahpas buka apk nya offline pakai wifi offline darimana coba apk bosokk,neutral
sngat bantu,neutral
mohon maaf mohon maaf baik sistem nya,positive
aplikasi sampaahhhh gabisa dibukaaa bujaangg,neutral
lancar jaya apknya,neutral
tolong ya jkn aplikasi ribet suka tbtb out pas login captcha ga sulit orang daftar faskes,neutral
tolong kali care center kalo masalah adu selesai langsung mati telpon bayar pake uang guna bpjs,negative
update ga login aplikasi busuk banget ampun dah log out mulu dah daftar onlinenya susah banget,negative
udah login pakai nik nik salah gimana sih udah bener aneh banget nih aplikasi,negative
aplikasi sulit batas nik gak login pake nik pribadi gimana si maksud,negative
login satu perangkat pakai perangkat buka perang logout otomatis perangkat,neutral
aplikasi mantap respon cepattrima ksh jkn,positive
knp udah daftar tpi masuk nik sandi,neutral
tolong aplikasi nya baik karna daftar verifikasi wajah gagal x ulang minimal kayak gin cepat baik,positive
gawe aplikasi tok plat merah be ra becus,neutral
kode otp harap pasti no milik pulsa minimal rb klw tdk kode otp tdk masuk,neutral
mudah bantu,positive
pindah faskes susah suruh verifikasi wajah susah aplikasix gagal mulu,negative
urus ribet sulit aplikasi saran kantor sulit,negative
aplikasi rusak skali buruk tolong baik sya sdh daftar pas masuk ulng suruh daftar pdhal nomor antri dpt no tpi pas daftar gk krna full kuota apk bodoh,negative
cekin area faskes rujuk aplikasi error gabisa ambil antri payah,negative
aplikasi dablek,neutral
trash,neutral
guna,neutral
terima kasih bantu aplikasi mudah,positive
tibatiba logout nomor bpjs daftar udah program perintah aneh banget aplikasi,negative
daftar nya susah berkalikali masukin nomor hp aktif kode verifikasi nya ga muncul,negative
aplikasi sehat yg bikin ribet pasien keluarga daftar rs jadwal kunjung jadwal dokter ga daftar coba muncul data pasien aplikasi no rujuk pakai sm aplikasi error kalo error errornya bknnya sehat sakit gara aplikasi yg bikin ribet pasien keluarga daftar manual ambil antri manual aplikasi tdk pakai,negative
moga mudah guna,positive
aplikasi mudah bantu,positive
bantu layan sehat masyarakat,neutral
tolong baik sistem aplikasi mjkn nya depelover aplikasi sehat wajib daftar bpjs sistem terkadang error hambat faskes masyarakat,neutral
otp sms ga masuk nomor,neutral
aplikasi ribeut,neutral
aplikasi gblok bayar aja sulit,negative
heran lihat aplikasi perintah aja perangkat nik gimana orang tua lansia gak paham teknologi tolong anak org registrasi repot sihh,negative
buka terlogout cepat ambil no antri jdi,positive
mantap suka aplikasi inisangat bantu,positive
aplikasi gak ribet mudah paham,positive
bantu layan,neutral
ngurus sulit syarat skck wajib bpjs besok besok ngurus pakai bpjs pakai in bpjs aja bayar bpjs udah gilir masuk rumah sakit pakai bpjs sulit,negative
sak joseeeee,neutral
praktis mudah,positive
guna freeeelah,neutral
hallo min jkn istri ga ambil antri online menu konfirmasi ambil antri ya,neutral
perintah aplikasi bener kode otp telepon kaga masuk baik,positive
layan buruk syarat akses ribet,negative
gk bsa kirim kode verif no hp yya tulisanny pilih salah mode verif tpi gk pilihanny gmna konsepny,neutral
tolong baik kode otp nomor hp aja ga kirim kode udah dapet respon developer jaring hp stabil pulsa udah kirim kode terang pulsa cukup ga kirim loh mohon maaf pulsa nomor aktif kalo ga aktif ga masuk daftar kalo emang aplikasi rusak bilang aja rusak baik baik aplikasi,positive
sehat,neutral
gak daftar gk kirim kode otp masuk no hp bangke,neutral
aplikasi ter ribet dunia,neutral
update aplikasi login kasihan lansia yg login ulang kali salah sandi tunggu login pikir kakak developer,neutral
aplikasi lelet guna,negative
,neutral
daftar online faskes tingkat sulit daftar obat,negative
brp kali coba daftar sll gagal nomor hp sdh daftar pd blm daftar sm,negative
buruk ambil antri pake verifikasi meding lancar gagal pake kode otp ya kode nya gak masuk masuk aplikasi mudah menyusakan,negative
moga layan nya,neutral
moga mutih tunggak,neutral
muas suruh isi saldo bank sedia bang bank bank daerah ewallet bikin bpjs repot kali pake cash aja langsung bikin,negative
bagus bantu utk fitur yg aplikasi jd ga ribet kantor bpjs nya bs laku aplikasi,positive
tanggal rekening alami bayar bpjs sehat kali tolong aplikasi baik,positive
tolong baik aplikasi nggak ngelag jaring internet,positive
terima kasihsangat bantu,neutral
mobil jkn enak mudah,positive
terimakasih bantu,neutral
bngt update sihhhhh,neutral
aplikasi ga daftar nya aja susah sih perintah aplikasi kaya gin,negative
akurat cepat mantap,positive
masuk gagal ya nyusahin bikin sistem yg bikin orang login,negative
gimana sih koneksi lancar pake wifi gabisa login udah install ulang gabisa login dibenerin bugnya,neutral
servernya down layan maksimal,neutral
bugsebenernya fungsi gak si,neutral
respon cepat,positive
bagus tp mohon tingkat krn error lot,neutral
praktis bsa buka hp mana,neutral
download aplikasi jkn mobile fiturfitur nya bantu layan via online cs nya telepon jaring nya suka putus after sales cs nya yg dukung,positive
kode captcha muncull,neutral
konsisten,neutral
luarbiasa hebat,positive
jelek sulit pake pulsa udh pulsa sistem gajelas,negative
mohon maaf tiket yg pes screenshot klo cari mana informatif nama menu bingung ubah email daftar liat tiktok hubung call center tutup wkwkkkk jgn sulit,negative
diperbaruialah suka kedip kedipdan responsif,positive
update aplikasi tera anggota keluarga update tinggal bingung iuram bulan bayar langsung utk anggota nyata,neutral
kecewa sihkenapa pakai debit login debit milikikecewa,negative
periksa pol dokter gigi kali not found,neutral
kecewa bgt ngerasa sia bayar pake aplikasi tbtb gak login lupa sandi jawab minta d proses malem sampe sore tlp cs gak solusi tetep gk bayang klo yg kritis apk nya gak d gunain alhasil obat bayar mandiri,neutral
mudah efisien,positive
gak dowload,neutral
bantu sya trimakasi bnyak sma aplikasi jkn,neutral
welll,neutral
cepa tanggap,neutral
layan online jkn mudah direspon cepat,positive
customer service sistem aplikasi suruh rumah sakit fungsi nya customer servis selesai,neutral
maaf menvervikasi deteksi wajah gagal mohon bantu,negative
asus,neutral
gak anjir pas verif no telpon metode nya gak muncul gwej daftar antre gmna kocak bintang biar baca,neutral
bantu,neutral
good apps,neutral
mudah layan ambil antri obat,positive
mudah bpjs,positive
mantap bosss,positive
akun nik beda hp gagal login capek diunistal sampe instal tetep gagal butuh daftar orang tua sulit bingung deh mudah sulit rakyat kaya tuh,negative
aplikasi biar daftar online pas daftar data temu suruh daftar langsung lawak emang aplikasi daftar langsung,neutral
ada aplikasi korupsi wkwk,neutral
apk nya bagus mantap,positive
aplikasi ga jelasnik sandi sesuai ga login,neutral
bantu urus obat keluarga,neutral
tolong team verifikasi kode nya ga masuk tinggal verif nomor auto debit bgt tolong baik aplikasi payah,neutral
tibatiba log out pas verifikasi minta proses,neutral
ngebug buruk suruh ngapdet mulu login susah bikin aplikasi donk,negative
tingkat lgi sytemnya,neutral
gimana sihudh diupdate login lupa passwordmau masuk kode lwt otp gak mulu aneh nmr hp udh daftar,negative
daftar akun jkn nmr kk nik data nya ancur th sy pecah kk tp akun data kk anak istri g,neutral
susah verivikas cepet ganti captha lamaa,negative
sanggar bantu,neutral
dikit dikit logout dikit dikit logout pass dah minta proses silah coba gw dah nunggu jam ga selesai proses urgent sulit cuihhhh logout mang knp si logout,negative
layan cepat,positive
log out login parah,negative
ga buka aplikasi bpjsnya heran deh,neutral
terima kasih jkn,neutral
tidal verifikasi no hp email,neutral
apl efisien,neutral
mudah bantu,positive
masuk aplikasi ga bisakeluar,neutral
mantap mudah manfaat banget,positive
otp ga kirim,neutral
bosokkkk banyak eror susah buka kali pakai ayo baik sistem,neutral
aplikasi lot pakai sinyal bagus,positive
layan trimakasi,neutral
aman,neutral
system aplikasi buruk susah akses,negative
alhamdulillah pakai mobil jkn bpjs lancar terimakasihsaya kasih bintang,neutral
layan cepat sangan muas,positive
aplikasi force close kadang layar hitam masuk beranda tolong baik min,positive
lumayan mantap,positive
masuk menu masuk susah bener masuk niksampai pakai sandi loginpadahal daftar,negative
email daftar aplikasi nyatapi verifikasi ulang email daftar,neutral
ambil antri minggu tahan sakit jumpa dokter gimana jgn tunggu minggu,neutral
mudah urus bpjs,positive
daftar aja susahh verifikasi gagal terusss pdhl internet lancarr,negative
aplikasi baik,positive
mohon aplikasi baik mosok daftar pas kode otp ne gabisa masuk nomer hp aktif,positive
proses pindah faskes mudah hnya butuh minggu pindah faskes,positive
sistem daftar belit cek bpjs isi,neutral
ok mantul,neutral
jam nungguin kode verifikasi ga kirim,neutral
aplikasi bagus bantu daftar periksa,positive
banyak aplikasi plat merah,neutral
aplikasi sampah ubah faskes pake aplikasi daftar aja gak gimana ngubahnya sampah,negative
mudah kases,positive
lumayan bagus membantuuntuk aplikasi suka error ya,positive
tolong gaji gaji ambil gaji aplikasi nasional kelola anak magang bener aja gue ganti segmen serta verifikasi nomer kaga kirim maksud,neutral
offline lebih informasi yg deberitahukan,neutral
mobile jkn buka tulis nomor nik login,neutral
mantapsangat bantu,neutral
login captcha nya ga login,neutral
susah verifikasi,negative
verifikasi ya nya aja jaring data masuk mohon ya bapakibu,neutral
ganti pasword pasword sulit masuk pasword mudah masuk mobile jkn bagus,positive
bagus apknya,positive
crash jadwal praktek aplikasi ngga sesuai jadwal praktek rs batalin antre susah,negative
langsung cepat direspontrims,positive
ubah data konfirmasi hrs dg tampil muka kacamata sulit krn tdk bs pake kacamata tdk hrs bantu org yg baca perintah berikutnyaapalagi perintah toleh kanan tdk pas dg frameperlu tinjau metode konfirmasi wajah,negative
yesss ubah data langsung verikasih mudah gampang banget thx jkn,positive
bantu kalang masyarakat,neutral
login susahribet,neutral
ken daftar nomer antri aja ribet banget kali kasih nomer otp bikin gagal otp udah bener astaghfirullah bikin darting kumat,negative
mudah layan sehat adu,positive
aplikasi sangan bantu mudah erti,positive
aneh dokter b dpt dokter a yaudahlah tumben layan nya cepet,negative
apknya susah loading parah nyampe beli kuota tetep parah loadingnya,negative
banget verifikasi otpnya,neutral
gak nih eror mulu hadehh,neutral
daftar utk log in scan wajah susah nya gk,negative
aplikasi ok bantu,neutral
login rubet banget,neutral
bayar login kode otp login tolong baik,positive
sy berbat ngurus rujuk ulang srh daftar nline daftar sm tugas rumah sakit gk karna hp sy akses mbile jkn,neutral
excellent application i like it,neutral
niat ngebunuh rakyat gimana obat log in susah pasien keburu mati jalan zolim banget bikin mobile jkn bayar bpjs aja sulit,negative
manfaat terimakasih,neutral
verifikasi otp sms masalah kode sms,negative
alhamdulillah aplikasi nya guna mesti nya kesal banget nih aplikasi lemott bangett barusan coba masukin data satset langsung masuk terimakasih kerja serius,neutral
mantap,positive
b ajah,neutral
mudah proses cepat,positive
gampang eror,neutral
mudah mutu,positive
cocok,neutral
aplikasi jelek banget ux buruk bantu guna layan informatif selesai tugas kantor layan bpjs langsung aplikasi guna penuh butuh langgan,negative
ngapa ngapain ribet banget cuman ganti nomer aja ribet nie cerita masuk rs tanggung keluarga pegang tbtb pas masuk rs status karyawan ngurus mobile jkn mamak gw ribet banget nomer hp bpjs tbtb ganti gua akses pcare tbtb digit anjirr,neutral
bantu mudah akses,positive
jkn mobile good,neutral
daftar aplikasi control minggu error tunggu kode otp error,negative
ga muncul kode otp pas verifikasi nomor telepon moga cepat baik jaring lancar nomor aktif,positive
bantu,neutral
layan cepat mudah,positive
muas mudah proses update data digital,positive
aplikasi perintah busuk pecat tim it yg guna balik aolikasi rekam wajah pas daftar gak bisabisa,neutral
assalamuaalaikum wrwbalhamdulillah moga sukses bpjs jknsemoga jaya tolong saat keluarga kerja baik sakitdisaat butuh hadir tingkat kerja fasilitas nya mudah langsung sat setterimakasih,positive
mudah ajar,positive
jkn sampah verifikasi wajah gagal,negative
ganti faskes ga soreang,neutral
mudah ubah fasilitas sehat mantap,positive
mudah layan aplikasi,positive
opsi pilih verifikasi sedia mohon perhati,neutral
mantaf layan aplikaai mudah,positive
baharu login pas udah dapet nomer kontak jd hilang,neutral
semenjak update baru akses jkn mobile niat aplikasi,neutral
ya aplikasi milik pemerintahmulai bpjspajak dll yg beressama aja ribetujung ujung tetep offline,neutral
eror,neutral
good job,neutral
suruh login fitur lot ecek antri pasca rawat inap,neutral
app nggak ngedukung screenshot lg booking rs mertua sy ga nemenin mertua ga booking hp nya tolong screenshot dibolehin biar yg ngurusin ortu yg sakit ga nemenin yg gantiin tau nmr antri ringkas ga ngetik rawan salah nmr antri,neutral
betulin aplikasi nya login kalo online bikin,neutral
aplikasi sampah ganti nomer aja verifikasi akun aja ribet banget,negative
mamfaat,neutral
skrg jkn iklan pinjol,neutral
gak guna bikin ruwet,neutral
uninstall,neutral
alhamdulillah cepat tanggap,positive
aplikasi buruk udah bayar denda aplikasi tanda denda bayar tagih masuk nya lapor adu layan ga baik,neutral
aplikasi nya bagus bantu,positive
lumayan si tp kadang klo ga buka suka logout,positive
baikk tingkat,neutral
bagussss banget,neutral
moga mobile jkn sukses aamiin allahuma aamiin,neutral
aplikasi bantu kendala otp lancar,neutral
ribet daftar daftar aja bilang daftar padhl masuk nya,neutral
makas,neutral
d buka,neutral
terima otp coba kali kali stress,neutral
oke,positive
ribet banget aplikasilg butuh nya logout login lg ga verifikasi pesan tetep jaa kudu pulsa,neutral
keren ok banget akses mudah,positive
pelayananx n lacar obatx biasax terima kasih,neutral
login aja urusanya udah gamoang log out daftat autodebit apa,neutral
oksangat mudah,positive
kalo era digital pksa susah masuk apk bnyak alsan apk kalo gak nik chapca yg salah yg bayar sulit yg grts,negative
mantapppp sangatt bantu,neutral
ubah faskes hasil daftar online faskes nya ubah info serta,neutral
terimakasih respon yg,neutral
aplikasi bantu yg mempersulitmasa daftar muncul nik daftar r spons apan cobaaplikasi gin cocok uninstal aja,neutral
blm kenal apk mudah an manfaat,positive
alhamdulillah bantu,neutral
desember kemarin buka jkn log in mlm pas mlm taun baru sayacoba log out otomatis log in nik salahcaptcha salahpasword salah aja begitubiasanya palinv verifikasi pasword tolongperbaiki sistem jkn guna daftar online beban sistem kaya gin mending log out otomatis teh langsung log intapi,neutral
mohon baik log out,positive
apk eror logout login susah button gak pencet,negative
ruwet bpjs faskes minggu tutup orang sakit bawa igd parah orang lemes kayak gitu,negative
kode otp kali susa yah gak masuk masuk,neutral
nomor hp ganti gmn dg aman akun y patut aplikasi kelas perintah jelek,negative
karna pindah tinggal rutin obat mudah ganti faskes,positive
bagus banget moga depan,positive
bagusss,neutral
baik sistem tanggal mei antri online pol rujuk mana,positive
maantapp,neutral
manfaat terimakasih,neutral
gak instal ulang memori udh kosong logout pas login gak nik ktpnyagak,neutral
ok okbanget terimakasih,neutral
daftar cepat,positive
layan terbai,neutral
guna aman,neutral
hadeh kode otp nya gak masuk masuk no nya udah bener bikin aplikasi perintah bagus,positive
gk aplikasi dongo,neutral
aplikasi ok mantap,positive
aplikasi tingkat alami kendala heran rating buzzer,neutral
update tibatiba gimana sih,neutral
pokok toooooooop markotop,neutral
very good,neutral
cepat responnya mudah nya,positive
oky,neutral
ga daftar ga jaring lancar lancar aja,neutral
kasih bintang nya daftar aplikasi captcah ga kunjung muncul mutar mutar loading aplikasi sepenuh nya bantu,neutral
trimakasih mobile jkn yg mudah maaf nanyakenapa ngga log inmau log in susah masukbadahal nik paswort isi,neutral
,neutral
mudah cepat kualitas,positive
aplikasi cacat ga login aneh banget nyusahin,negative
apk apk bobrok,neutral
payah kecewa layan bpjs bpjs sehat serta bpjs ketenagakerjaan kocak guna bpjs sehat klim bpjs ketenagakerjaan orang butuh tergesagesa urgent ngurus gak sulit,negative
bagus skrg gercep,positive
bantu masyarakat yng mampusalam sehat,neutral
terimakasih mobile jkn bantu,neutral
aplikasi,neutral
mudah utk obat zaman skrg tdak antri,positive
kirim kode otp,neutral
mudah guna nya,positive
pas daftar auto debit kirim nomor verifikasi nomorkode masuk udah coba nomor kartu tetep ga aplikasi gagal,negative
sever ampas masuk loading mulu offline coba,neutral
verifikasi wajah susah ga deteksi tombol stuck ga,negative
aplikasi kocak yg daptar pake data ku orang yg muncul,neutral
cepat buntuk darurat,positive
susah banget dapet kode otp aplikasi perintah gin,negative
serba gampang,neutral
log out otomatis susah login ganti sandi susah ampun,negative
apk buruk ga membantuotp ga kekirimsusahnya orang miskin woyyy,negative
daftar anak istri yg pbi,neutral
serta bpjs ppu usaha serta pbpu jalan hasil wiraswasta dapat turun aju nadi serta pbi terimakasih bpjs,neutral
eror ga daftar pol loding mulu,neutral
terimakasih aplikasi tingkat,neutral
mantap gercep,positive
udh daftar udh hasil pas masuk nik sm pasword nya tibasalah pdhl pas daftar udh bnr ribet g guna jdi nya mohon baik,positive
verifikasi no tlp susah banget gk dikirimkirim kode nya,negative
otp pas masuk udah habis ngulang g,neutral
hah sial pas ngambil rujuk ganggu bridging  nih udh korban kerja gk hasil,neutral
daftar aja jadwal tutup org puskesmas buka sistem nya eror eror ya tolong baik masyarakat nyaman pakai apk mudah masyarakat,positive
minggu gak akses aja suruh masuk in nik pasword capcha ribet banget sok sok an aman ya yg pakai jkn mobile kalang mudah simple kayak aplikasi gak seribet akses,positive
aplikasi ga verifikasi nomer ambil antri aplikasi aplikasi buruk,negative
aplikasi ribeeeet lambat step langkah aplikasi akunharus log out login log out terkadang orang tua paham gadget device orang mau aplikasi biar simple mempersuliy,negative
aplikasiny buruk logout skrg login ga bsa nik salah bru semingggu udah login terin tlg baik,neutral
errormohon baik,positive
layan online bagus tunggu rubah status alamat yg proses cepat layan ok,positive
captcha gak,neutral
tolong kode captcha kakau masuk skli muncul orang kadang buru kasih emosi kode nya,neutral
mudah dancepat,positive
bikin oon x masuk musti login ulang lihat riwayat obat anggota keluarga,neutral
mm bantu,neutral
gak buka ya sandi nya,neutral
bantu aplikasi sdh tdk eror seprti,neutral
bantu sukses jkn sehat,neutral
kendala otp gk masuk akalkode otp sya lihat notif email kirim adatp masuk mjkn knp menu utama suruh isi email lgkok gk menu yg hrusnya isi otpaplikasinya lama sulit konsumen yaminta tlong baik trimaksih,neutral
burikk,neutral
bagus bpjs gratis,positive
gak scren shoot susah ngirimkan data,negative
mohon bantuanya daftar online kendala no hp verifikasi trus daftar online obat,neutral
ya min ngga masukpadahal nik,neutral
aplikasi bagus bantu,positive
tolong buat atur ubah tanggal lahir,neutral
sih suka sinyal oke gabisa daftar tulis nya gagal suka log out gabisa login tolong baik sulit gin sih,positive
aplikasi nya loading doang muter,neutral
diupdate mlh ga karuanmau masuk loginmlh gagal trsyg pasport salahnik salah lahaduh gmna sihklo blm ga aneh dahupdatevterbaru sampel bikin ribet guna cpt resin tuh data penggunabikin mudah masuk aplikasi,negative
apk butuh buka data ubah,neutral
ribet sdh nik gk login sdh logout dri perangkat,neutral
logout login susah hambat,negative
tolong fix verifikasi otp nya kaya developer magang kau gk becusbukan nya mudah rakyat sulit rakyat gk urus software gue tangan heran gue suratsurat pake bpjs gk nyambung liat negeri rakyat sejahtera gk sulit rakyat bijak aneh,negative
server internal eror ya terang nya taut autodebit gak kalo registrasi autodebit tolong baik,positive
mudah akses,positive
aplikasi nya jelek buruk login aneh aneh aja tibatiba pas login gak sandi,negative
aplikasi nyusahin,neutral
progressnya jd,neutral
masuk apk bgtttt jaring bagus pake wifi buka apk lancar jaya gilir apk cek koneksi knp sihhhh aja problem nya,positive
baikkkk,neutral
lelet jaring bagus kirim kode verifikasi gak kirim,neutral
batu terima kasih bpjs,neutral
aplikasi ok,neutral
pindah faskeskok alamat faskes nya gak munculsedang masuk cari alamat faskesmalah eror gk temu,neutral
ambil antri tingkat gak cs ganggu aplikasi drama trobelnya,neutral
suka suruh login ulang udah login hasil abis tu ga logout login,positive
ribet masak serta no handphone anak hp aja gak no hp coba kembali aplilasi akses anggota keluarga beda serta aplikasi serta sdh dewasa ya enak serta nya balita gmna coba bikin aplilasi mbok ya yg mudah rakyat to sulit biar hidup ga syulit,neutral
update faskes akses pilih propinsi,neutral
capek daftar pke ktp,neutral
aplikasi skck aja daftar gapapa si lancar nunggu kode otp nomor wa ga kirim kirim nunggu coba beberapakali hasil gaada notifikasi kode oto,neutral
susah daftar antre proses hasil salah input keluh sinyal bagus isi keluh tolong baik aplikasi cuman baik hidup atas mulu,positive
bagus terima kasih manfaat,positive
bantu tp jujur jengkel dar nomor antre aja sulit ampun hambat proses registrasi daftar rs jd mohon perhati kasi pasien tunggu karna aplikasi,negative
daftar muncul offline tolong bikin ribet,neutral
terimaksih moga sehat bagus layan,positive
bantu,neutral
gak screenshot nomor antri sistem error,negative
aplikasi taaiiiik,neutral
apk bagus,positive
gimana yadh masuk menu daptar poto wajah tpi gk tombol klik nya menit pantengin mukagk baca baca sistemhadehbantuan kula miminlier aing tehkolot rwat jalan titah pake m jkntpi kie aplikasinangapantengan benget menit geheweuh hasilna,neutral
aplksi baik,positive
yaallah ribetnya udah ganti ganti hp kirain hpku eror susah banget nih sulit mudah,negative
mudah rakyat nikmat fasilitas sehat,positive
aplikasi ap kg mdl bgni kya ajg ni org saki sja b urus dg brg bmpki,neutral
aplikasi sampah gak pin setting pin kode otp orang blm tntu sakit bpjs instansi kikir pelit kode otp pngguna yg bayar biaya sms nya trus uang iur,negative
sangt bantu cepatdibanding kantor antri,neutral
aplikasi verifikasi nomer aja kode otp nya gak muncul nomer udah bener,neutral
daftar aja sisah banget,neutral
sih trus login jga susah ganggu trus,negative
ya upgrade ko layar screenshot,neutral
layan yg smngt,neutral
upgrade data hilang isi daftar tolong solusi gimana,positive
sulit isi data lengkap susah payah ujung ujung terang akun verifikasi whats app pandawa ga solusi telpon suruh kemari aplikasi mudah,negative
ok bantu,neutral
menjengkelkanselalu sja log out sendiriaplikasi nyebelin bner,neutral
bangga aplikasi bangsa tp trnyata nggak bangga aplikasi perintah rakyat begenehaddeh verifikasi otp detik gak muncul wes angel angel negeri maju,neutral
