Review Text,sentimen,Rating
gimana dah otpnya gak muncul muncul iklan judol masuk gilir apk gk munculin,negative,1
mudah akses bantu,positive,5
nggak daftar online faskes muncul username password sesuai f nya lancar,negative,3
bismillah mas selesai moga mudah sistem bantu terimakasih,positive,5
bagong aplikasi gak aplikasi kalo gak akses buka,negative,1
emang bagus ni apk,negative,4
mantap ok makasih bingung ubah email yg yg tolong tunjuk,positive,5
sempat serta nunggak iur aktif bayar sisa tunggak kewajian bayar laku,negative,3
aplikasi bantu,positive,5
mudah akses aplikasi,positive,5
layan bpjsnya mantap,positive,5
mudah kalo obat pilih jam dokter,neutral,5
pakai logout susah orang lupa kode verifikasi ulang xsangat jengkel,negative,1
aplikasi rubah,positive,5
cuman yg aplikasi bikin sakit kepala,negative,1
akun riwayat layan sehat keluarga yg daftar kk login log out hadeuhhhh butuh moga baik,positive,3
tunggu detik verifikasi otp terima ulang terima sms pulsa jaring internet video nya utk bukti tgl tambah validasi via whatsapp engga,negative,1
cepat prosesnyadan lengkap,positive,5
antri bpjs ter guna tem antri manual,negative,1
overall siiipp,positive,5
cepat ganti daftar nya,positive,3
susah update nama aplikasi,negative,1
ngurus skck suruh bikin bpjs udah daftar bpjs eror gak verifikasi gimana cari kerja ngurus persyaratanya udah budekkkkkk ya tuhannn,negative,1
mudah pasies,positive,5
rubah faskes gak pilih provinsi kabupatenya aplikasi perintah gak aplikasi gak pelihara tolong solusi donkk,negative,1
responsif bantu layan informasi layan sehat,positive,5
aplikasi manfaat,positive,5
gak daftar istri,neutral,1
aplikasi dukung,positive,1
mobile jkn bantu serta jamkesmas jamkesda jamin sehat serta bpjs sehat,positive,5
fasilitas bayar layan sehat pribadi keluarga bantu asuransi terima kasih,positive,5
daftar verifikasi wajah susah orang tua yg usia ribet kalo rubah yg sistem aja pake verifikasi nomor email,negative,1
jelekkkk bgt bikin bete aplikasi log in berkalikali bikin ribet,negative,1
bantu layan sehat,positive,5
aplikasi bagus bantu,positive,5
masuk nik tetep kali kali masuk,neutral,1
bantu layan sehat,positive,5
knp g data nik nomer bpjs,neutral,4
gak ngambil no antre online suruh ngambil no antre online tpi,neutral,2
bantu terima kasih cuman istri no hp nyasudah daftar no hp istri,positive,4
lupa pasword trus mnta feripikasi sms knga muncul yah,positive,1
kerenn,neutral,5
layan,positive,4
mudah,positive,5
aplikasi ampas ga mo daftarin orang tua pas udah verif wajah gagal mulu notifnya offline,negative,1
aplikasi lumayan mudah guna antri on line,positive,4
josd,neutral,5
alhamdulillah bantu,positive,5
eror gagal hubung server,neutral,3
daftar pasien mudah cepat,positive,5
mengupdate jkn mobile,positive,2
verifikasi otp masuk no hp hubung call centre susah naudzubillahdaftar awalmudah verifikasi no wa bisaoas verifikasi otp sms muncul muncul,negative,2
kontrol cek in mobile jknapk nya offline,neutral,1
menginstal ulang aja payah x kemaren gak udah dihapusin kayak gene obat aja susah ulas bagus aja yg balas ulas jelek ditanggapin,negative,1
apk nya g,negative,1
simple mudah,positive,5
lot bgt nih aplikasi pakai wifi apake paket data aja server sibuk gaya ken aplikasi error mulu,negative,1
nyusahin login lupa password kode verifikasi email buka email liat kode apk ulang parah,negative,1
cepat tanggap,positive,5
layan cepat bagus cs nya ramah,positive,5
gak verifikasi no hp,negative,1
gimana ganti nik nmr jkn,negative,2
mudah ajar,positive,5
bantu layan sehat,positive,5
akses ulang kali coba gagal masuk update,negative,1
mendwod jkn,positive,2
bpjs sehat lubuk pakam mantap,positive,5
jkn mobile bug ya fitur antre online susah dftar slalu tulis transaksi dpt proses silah coba bbrapa tolong baik minggu kyk gin trus terimakasih,negative,2
muas,positive,5
sih gbsa masuk bilng nya nik beda gilir ku masuk yg nik ttp aj gbsa gerang mau,negative,1
gilir log out lot ampun,neutral,1
alhamdulillah bantu jkn terimakasih,positive,5
bagus manfaat,positive,5
kode captcha muncul muncul koneksi internet bagus,negative,1
daftar siang sampe nomor otp aplikasi celeh,negative,1
sy ksi bintang tp bsk jgn eror app nya klo lg urgent bbrp x eror,neutral,5
ga jels log out daftar online ga sesuai antri layan tunggu,negative,1
sih banggain bug,negative,1
ruwet,neutral,1
mudah guna malakukan oerubahan data,positive,5
terimakasih sudamempermudah daftar online,positive,5
bagus aplikasi nya,positive,5
iur aplikai force close samsung a,negative,1
membanty,positive,5
terima kasiiihbanyak bantu,positive,5
gagal verifikasi wajah ya,neutral,2
mantaappp,neutral,5
apk ga gunamau nyetak kartu aja ketrangn mendaftrkan serta lghaduhh,negative,1
kocak no telp ga pake notif org no udah thn pemakean,negative,1
manfaat masyarakat obat terimakasih jkn,positive,5
aplilakai jkn mobile sulit ya otp ngk dikirm verivikasi wajah ngk la aplikasi ny gmna pake coba,negative,1
bikin aplikasi bener bro cari orang bener mikir bikin apk apk sampah gin ga lot bug gajelas,negative,1
suka error benerin,negative,1
aplikasi nya bantu moga sukses,positive,5
baik online,positive,5
aplikasi ekboh,negative,1
jam registrasi nungguin no otp hp gk masuk masuk gk kelar kelar cek no bpjs sehat sy gara gara resing kerja aplikasi bapuk,negative,1
aplikasi goblokkkk,negative,1
tolong sistem lupa password nya baik nomor verifikasi sms email muncul jaring lancar kirim ulang nya detik,negative,1
perintah laknat login gak nik salah perintah becus gak sih ngurus rakyat,negative,5
okd,neutral,5
aplikasi sampah busuk bbrpa x dftr ga dpt otp pulsa potong koclokm,negative,1
mudah aman nyaman,positive,5
daftar online sulit,negative,3
tingkat fiturnya,positive,4
terimakasih jkn mobile tutorial putar bpjs sehat channe senang bagi indonesia bantu subscribe ya,positive,5
masuk aja bikin ribet,negative,1
obat alhamdulillah layan bagus,positive,5
aplikasi verifikasi x gonta ganti nomor telfon muncul notifikasi parah,negative,1
tingkat lgi fitur yg bagus lg,positive,5
ubah pin banget kode sms nya,negative,1
taikkk ngirim kode verifikasi lot e polll trus skarang daftar pakek fitur wajah ribet bgt ngirim kode verifikasi gk pesan apl whatsapp aja jing gk ribet,negative,1
aplikasi nyusalin jujur logout udah gitu kode referal sms beli pulsa nyusahin,negative,1
mudah pergi obat,positive,5
bagus bantu gigi yg sakit,positive,5
hancur bgt ni aplikasi suruh login login dgn id pswd yg sesuai tp susah login ambil antri dokter aja mesti isi skrining sehat,negative,1
aplikasi log out login gagal tulis minta proses sila coba nik sandi capcha bener gagal tolong bener bener tindak lanjut maaf nyuruh sabar,negative,1
udah antri onlinesampai klinik aplikasi antri dilayanijadi antri ofline panjangmohon baik,neutral,1
mobile jkn dtp,positive,5
jkn mobile mantap ook,positive,4
maaf masuk skirining riwayat sehat susah,neutral,3
sulit,negative,4
ok good luck,positive,5
hapus aplikasi play store aplikasi buruk mudah sulit,negative,1
bobrok aplikasi jkn indonesia masalah terus layan kecewa korupsi besar aplikasi bobrok layan masyahrakat baik aplikasi jkn kalo gak aplikasi kerja yg sakit yg butuh bukti riwayat obat bukti usaha lampir potong gaji hk aplikasi bantu susah,negative,1
gak terdownload,neutral,1
malas banget diperibet ganti no hp aja gambar yg ku upload udah jpg mb ga baca aja kerja upload upload gagal benci kali,negative,1
mobile jkn membantuharap tahan,positive,5
aplikasi bantu masyarakat layan sehat tunjang program unggul perintah terima kasih mobile jkn terima kasih perintah,positive,5
ganggu off line suruh cek jaring tp jaring bagus,neutral,1
susahribet bayar cicil fitur rehabcicilan eh bayar tdk lg gimana lunasinnya klo bgtu urus ribet jg lunas ribet cicil pas mah bayar cicil lg biaya cicil tolong baik,negative,1
jengkel banget guaapk jkn jelek bngt barobat sulit login ggl trusgua hrus gmn njirrrrrr,negative,1
eror trz sih,neutral,1
eroor ros gak,negative,1
bermafaat untk sehat,positive,5
tingkat aplikasiagar sedia kolam komplain nilai puas puas proses pelayanandi obat,positive,4
aju pandawa ttp aja ga ganti nomer hpemail sulit mobile jkn rs reservasi aplikasi tanggap nya lemottt abis baik donk aplikasi nya,negative,1
terima kasih support tim it bpjs,neutral,5
gimana buka aplikasi pas masuk sampe aplikasi hapus download tetep isi pulsa nomor buka aplikasi nik,negative,1
aplikasi dukung,positive,5
puas mudah online,positive,5
aplikasi nya gak pakai error mulu utk sekian kali aplikasi mudah masyarakat sulit masyarakat bayar loh sy jarang gunakandosa banget yg menzolimin orang sakit,negative,1
baguz,positive,5
verifikasi wajah aja susah ampun ribet,negative,1
kirim otp aja pake sms isi pulsa kelas aplikasi swasta aja ga pake tuh lawak suka nya sulit,negative,1
aplikasi gajelas verfikasi wajah gagal,negative,1
mudah,positive,5
handling komplen nya cepat tanggap,positive,5
ok,positive,5
aplikasi ribet verifikasi lot,negative,1
brguna bantu,positive,5
sulit aja verifikasi susah,negative,1
tolong utk nomor antri nya screenshot karna aplikasi eror biar gampang sdh d faskes input sdh pas sdh d simpan nama yg tera salah pilih nama kepala keluarga pdhl yg sakit istri inlut yg pilih nama istri fungsi utama aplikasi mudah sulit sih sbnrnya,negative,1
bantu terima kasih,positive,5
aplikasi buruk masuk login teerus,negative,1
akun suka logout jdi masukin ulang nik dll susah guna mohon baik,neutral,3
kanapa si susah banget ndaftarnya pas verifikasi wajah emosi nin,neutral,1
ubah kesan aplikasi integrasi puskesmas rumah sakit mudah cepat,positive,5
oke layan,positive,5
hilang data daftar hormat mohon info terima kasih,neutral,3
ngelag muncul gelap aplikasi,negative,4
alhamdulillah dah buka,positive,4
mmpermudah proses ganti faskes layan yg sistem eror kalo daftar online,negative,5
jelek apk nya daftar online ganggu,negative,1
bagus,positive,5
ga sllu d update ap coba,negative,1
layan muas,positive,5
aplikasi bobrok ga merbaiki logout ruwet,negative,1
mending hapuss aja apk nya playstore gk bantu skali,negative,1
tolong ya baik aplikasi bayar bpjs aplikasi tagih nunggak kagak aneh tolong bagus deh nyaman kalo kaya gin rugi bayar nunggak cumn langsung bayar pas dobel bayar harga tolong,neutral,4
mohon ya besok cek up mobile jkn nya ko eror ya gk login,neutral,4
mohon maaf dev tolong baik perihal kirim kode otp masalah kunjung baik,negative,5
muncul aplikasi lancar loch dipakenyakok ksini eror yamohon bantu developersoalnya aplikasi kakmakasih responnya,negative,2
jkn ni yah udah login ga keluar eh tau tau udah nge logout aja ga masuk,negative,1
cepat lancar,positive,5
verifikasi susah bintang apk bobrok,negative,1
bantu masyarakat ambil antri obat cari kamar rs,positive,5
ngambil foto nya mudah ya kalah pinjol,positive,4
aplikasi jkn bagus responsif,positive,5
bantu sehat masyarakat,positive,5
,neutral,5
nya udah daftar trus tiba d suruh login masukin nik nik nya salah udah,negative,1
alhamdulillah bpjs sehat update bpjs sehat mandiri,positive,5
ribet atur bolak log in daftar udah log in verifikasi verifikasi nggak langsung trima bolak kaya orang kebelet,negative,1
bos,negative,1
mudah guna fasilitas sehat yg sedia,positive,5
masya allah bantu terimakasih,positive,5
joss mantaap,positive,5
mudah tdk ribet aplikasi jkn,positive,5
aplikasi tau update melulu mending gak pake aplikasi ribetbukan mudah,negative,1
aplikasi dgn sesuai butuh kode otp langsung kirim proses ubah data cepat selesai,negative,5
makasih bantu,positive,5
parah error,negative,1
aplikasi tolong d benerin online rujuk data gak langsung masuk faskes tingkat capek bolak ngurusinnya,negative,1
mudah bantu,positive,5
login akun susah,neutral,1
mantap kang,positive,5
mantap ajah lahkk,positive,5
daftar online fakses sercut aplikasi jkn nya data pribadi sercut,positive,1
daftar gagal verifikasi wajah,negative,1
bikin aplikasi kalah anak sekolah udah bikin aplikasi bagus lu tuh bayar mahal rakyat,negative,1
bagus bantu aplikasi,positive,4
mudah pengunaan nya,positive,5
bagus,positive,5
aplikasi perintah gak bener vermuk aja susah ganti no hp ribet bobrok aplikasi perintah,negative,1
buka langsung mental infinix note pro,neutral,1
aplikasi jelek sampahh mudah sulit tolong benerin udah coba pke nomor yg beda kirim kode otp kirimin hadehhh gimana,negative,1
kendala login nik beda mintak pulihakn login suruh login pakai hp gak,negative,1
terima kasih,positive,5
membantuuuu,neutral,5
otp gak masuk uda kali kali coba,negative,1
masuk huat auto debit auto debit bank aplikasi nya,neutral,5
aktiv,neutral,4
layan sehat burukmenyusahkan orang sakit ribet,negative,1
daftar akun pindah faskes mudah,positive,5
tolong baik sistem pagi masuk ga wifi data kenceng masuk aplikasi jkn ga,negative,1
coba ya,neutral,1
hadeh,neutral,1
parah aplikasi aplikasi resmi pemerintahbuat lancar cek bpjs buka aja susah bug parah,negative,1
aplikasi gk ganda orang tua yg beda kk hp logout pake jkn ambil nomor antri nik batas dlm hp susah saudara daftarin antri periksa kondisi saudara udah tua hp dri anak,negative,2
aplikasi jkn parah layananx layan menu info riwayat layan dpt error konsumen dpt hak pasien komentar layan faskes rumah sakit yaa pasien hak yg atur uud dapat dlm layan sehat tolong yg kompeten perhati baik,positive,1
update mulu yg musti update sistem dalam,negative,1
nyusahin ribetin bgt jarang login aja pas login bulan susah bgt bantu si bantu nyusahin pas login nya heran bgt,negative,3
daftar layan antre pilih faskes rujuk tingkat terang milik rujuk surat kontrol surat rujuk faskes laku kali kali kontrol,negative,2
cepat mudah layanna,positive,5
aplikasi error ya login susah ampun terang server error upgrade tahun downgrade butuh app susah,negative,1
gak ss antri biar,negative,1
t t k i t k y k t i ki,neutral,5
daftar,negative,1
aplikasi ribet daftar,negative,1
aplikasi mantap bantu,positive,5
layan baik cepat,positive,5
barusan pindah faskes aplikasi mudah online gak mesti tempat habis terima kasih jkn,positive,5
aplikasi mudah bantu,positive,5
daftar aplikasi suruh daftar dokter datangin bikin janji kalo sakit bisabisa mati pasein,negative,1
waw keren,positive,5
pesan bpjs tunggak jaadi x lipat cek aplikasi gak buka,negative,1
cocok,neutral,5
tolong baik kirim kode otp via sms hp ganggu orang daftar,negative,1
mantap kalo tingkat jamin sehat rakyat repubik indonesia prabowo subianto,positive,5
aplikasi ga pakai obat login ingat paswordnya capchanya ga sm ulang simpan daftar obat wajib isi screening badan meriang ken cepat minum obat banyak ngisi data kayak uji nasional payah layan,negative,1
bagus banget mah,positive,5
terima kasih bantu,positive,5
okeeeey,neutral,5
kasih bintang aplikasi ribet verifikasi wajah error,negative,1
verifikasi sms banget,negative,2
daftar antri faskes no antri faskes rujuk tingkat hilang daftar jam,neutral,4
cepat muas,positive,5
aplikasi bagus bantu moga tingkat kualitas,positive,4
gk daftar mohon surat rujuk aplikasi jgn buru buru hapus biar daftar gk muncul daftar susah,negative,1
baik base systemnya login biometrik error,neutral,1
mohon maaf pnya ambil nomor antri hnya tulis milik rujuk surat kontrol minggu obat rumah sakit,neutral,3
kode otp nya gak kirim kirim ya gimana dah daftar gak daftar pol bedah gigi tahap daftar ajah udh gak daftar gimana login kode otp gak masuk pake jak sehat server penuh,negative,1
aplikasi yg rajin logout,negative,2
mudah bantu sulit tks,positive,5
login biometrik gagal solusi gimana nih payah,negative,1
tolong aplikasi nya d baik kode captcha nya ngak kirim udah d kasi masuk nik sandi kode captcha nya ngak putar jaring bagus pake wifi,negative,1
bantu mudah obat,positive,5
fitur informasi menu tolong tiada menganggu nongol sat set,positive,1
mantap mudah erti,positive,5
aplikasi tolol udah daftar dapet nomor urut pas chek in batal dapet nomor antri tolong baik,negative,1
bagus,positive,5
daftar bpjs daftar sayang pas bayar tulis via bank bni pas bayar bayar pending auto debet gak yg bni bingung gimana bayar bayar pending,neutral,2
moga mudah layan masyarakat,positive,5
daftar akun verifikasi ga masuk jelek bgt aplikasi pdhal perintah haduh,negative,4
captcha lola ga muncul muncul sinyal full,negative,1
gimana sih login ulang nghank aneh ni apk baik cepat,negative,1
jkn mobile knp sih buka offline internet aktif buka aplikasi lancar,neutral,3
verifikasi detik ditungguin abad gak sms verifikasi bro ni jaman canggih ente verifikasi aja kalah cepet ma pinjol ilegal parah hapus aja aplikasi aplikasi kek gin heran dipake aja rekom sm puskesmas rumah sakit,negative,1
apk bikin ribet pasien buruburu ken obat login ambil antri susah banget,negative,1
canggih,positive,5
,neutral,1
bagus layan cepat bantu ekonomi keluarga,positive,5
tolong gimanaa sih kode otp gak muncul muncul pliss kalo apk yg bener,negative,1
anak ya rating ni apk bodoh banget asa dlu login telogout lupa password kirim kode otp ga kirik ni ngirim ngelem malas sih kalo bot gw wajarin kalo manusia tolol banget ga niat kerja,negative,1
wifi lancar aplikasi ganggu,negative,2
sulit otp,negative,1
logout babi,neutral,1
efisien pulsa verifikasi wa,positive,1
offline pakai wifi coba pakai data aja offline,neutral,2
mudah daftar obat,positive,5
bantu daftar faskes,positive,5
alhamdulillah bantu orang yg,positive,5
mudah terimakasih mobile jkn,positive,5
terimakasih mobile jkn bpjs layan sehat keluarga praktis mudah,positive,5
aplikasi berat bug ambil nomer antri aja gk jaring bagus wifi bagus,negative,1
gimana sih nih aplikasi gk loginbisa bagusin gk,negative,1
update buka aplikasi koneksi eror truspadahal buka aplikasi aja,negative,2
lelet payah aplikasi,negative,1
baterai ponsel habis nggak login nilai bawah bintang dah,negative,1
dokter gigi klinik taman anggrek mesti ngantri bulandokter gigi rs pelni mesti ngantri bulanpadahal gigi sakit gak peduli puskesmas tukang selatan dokter gigi langsung ambil tindak basa basi bravo dokter gigi puskesmas tukang selatan,negative,5
update bagus kacau,positive,1
rubah admin serta dg cepat,positive,5
aplikasi payah kirim kode otp sms aja mnta ampun berkalikali gagal ga otp nomor bener,negative,1
aaaaa mantap,positive,5
aplikasi bagus layan lokasi faskes minus pandang remeh bpjs,positive,5
habis update daftar online ambil nomor antri log out otomatis,negative,4
mulu susah masuk,negative,1
verifikasi wajah sulit gagal,negative,1
mantap banget,positive,5
buka mudah sulit digitalisasi maksain kaya gin orang obat susah gara aplikasi eror mulu,negative,1
masalah logout kadang koneksi masalah update ga ubah,neutral,1
cepat gampang,positive,5
bantu,positive,5
terimakasih yg aplikasi mudah obat,positive,4
lumayan bagus,positive,5
baru habis logout masukin nomor hp gak sih aplikasi perintah suka lemottt capekkkkkk udah sakit kontrolke rs bkin ribet wajib jknmobile,negative,1
aplikasi payah,negative,1
wib dokter staff nya cek aplikasi jkn mobile layan layan aplikasi terang layan mohon baik integritas nya bohong layan dokter bohong layan pasien,positive,1
aplikasi busuk kode verifikasi otp gk kirim sms jaring bagus nomor bener pulsa provider jkn kocak mudah sulit orang sakit,negative,1
ok,positive,5
an offline mulu tulis nya,neutral,1
bagus,positive,5
bantu moga,positive,5
apk nya gimana kalo pake adan darurat login dulupulihkan akun nya sampe gin bayar apk nya gin,negative,3
bantu faskes,positive,4
aplikasi tolong benah,neutral,1
bantu dlam akses obat sakit,positive,5
pindah device nik ga terfatar hadeeh ribet,negative,2
solusi,neutral,5
sms verikasi g perna masuk seslalu gagal pindah segmen serta,neutral,1
aplikasi hancur kelas bpjs opsi verifikasi aja ga ngandelin sms ga nyampe sampe,negative,1
aplikasi cepat cuman cek suruh login,negative,4
suruh log in update aplikasi aparah,negative,1
eror nih aplikasi download aja susah,negative,3
batal antri onlinemerugikan pasien,neutral,1
login lagidr dlu ga log outfinger print ga pake login dlucaptcha nya error ga baca,negative,1
aplikasi mudah guna akses,positive,5
gbisa dwnload ggl pdhl ruang simpan,negative,2
aplikasi susah login password aplikasi salah klik lupa password ubah password masuk nomor hp kode otp nomor hp daftar pas cek nomor hp orang daftar pakai email kode email daftar sya daftar masuk nomor hp ubah data ehh nomor hp pakai nama orang ngak,negative,1
suruh verifikasi minta verifikasi tolak tunggu coba coba ulang verifikasi,negative,1
cepat aplikasi,positive,5
bantu skali,positive,5
mantap manpaat yng bpjs perintah good,positive,5
login sulit captchasalah teruscaptcha nya direset kode barumau mu sulit login mobile banking bank,neutral,1
sihhhhh jkn aplikasi update teruskdg lg buru daftarr antri suruh update terussss terus,negative,1
verifikasi wajah ga jaring udah fast data udah bener nyusahin orang periksa kalo pakai aplikasi ribet,negative,1
otp ga kirim,negative,1
aplikasi mudah bangetnyoba pindah faskes eh gampang terima kasih,positive,5
daftar antri periksa tp gabisa muncul antre pol selesai layan aplikasi langsung terupdate klik nama mesti langsung muncul daftar gabisa udah ngisi review yg bintang bintang,negative,1
daftar gampang langsung logout gak login udah gak daftar,negative,2
mudah dgn mobilr jkn,positive,5
moga manfaat masyarakat,positive,5
aplikasi gak daftar karna aplikasi mentok agustus,negative,1
aplikasi diinstal d hp nasib org yg yg butuh bpjs developer mohon pikir,negative,1
keren wajib pakai apk sanhat mudah pokok nya keren,positive,5
daftar log out pas masuk suruh daftar ulang oke daftar ulang gilir masuk verifikasi no hp jaring bagus pulsa nomer hp aktif kode otp masuk masuk aplikasi otp gagal masuk sms aplikasi sms kode otp pulsa buang otp aplikasi jkn gagal sms masuk aplikasi niat nya sih kayak ga gin,negative,1
aplikasi sehat yg bagus ribet mantab,positive,5
mbl jkn mantap,positive,4
responsif,neutral,1
susah ubah no kk ubah x wa pandawa ubah,neutral,3
sat settt,positive,5
solusi cek bayar eror terusbukan nya solusi eror nyesel dwonload,negative,1
aplikasi sampah udah ditf masuk terima bank trus masuk apknya dasar apk sampah udah gabisa discreenshot gabisa salin emang gaada bener apk milik negara,negative,1
pindah faskes sulit pakai aplikasi,negative,1
oke moga kecewa guna,positive,5
mudah prakts pergi pusat layan bpjs tinggal klik akses mudah aplikasi terima kasih,positive,5
bagus ga antri,positive,5
mantep bantu,positive,5
baru nambah g bener aplikasi kalo pindah faskes sulit,negative,1
layan bpjs sehat puskesmas rujuk rumah sakit bagus smg trs tingkat layan nya yg lbh kedpn dg fasilitas sehat yg bgs tenaga medis dokter yg profesional perbanyk jadwal praktek dokter yg hebat bidang nya,positive,5
perthanakan mudah akses mudah paham,positive,5
aplikasi tolol otp gagal haha,negative,1
captcha nya tdk mudah baca lebay,positive,1
alhamdulillah moga sehat,positive,5
kode otp kunjung masuk masuk,negative,1
ribet password login salah verifikasi nomor telfon,negative,1
alhamdulillah d proses cepat,positive,5
cs nya ramah makasih,positive,5
susah akses menu nyapadahal nya gampang hedeuuueeeehhhhhhhh piye to iki min update,neutral,2
service muas,positive,5
bayar transfer banget aktif nya ko engga tokcer ya aplikasi kelas perintah lelet bayar tagih darurat cuyyyy,negative,1
aplikasi mudah sulit ada aplikasi buat perintah becus pake masyarakat,negative,1
aplikasi gak pakai,negative,1
bintang apk normal,positive,5
bantu jkn kadang sistem masalah,positive,4
suruh masuk nya,neutral,1
kali rubah data serta alhamdulillah langsung ga pake ribet bismillah moga keluarga sehat bpjs aman perintah biaya,positive,5
layan muas,positive,5
puas mudah,positive,5
dr apk kantor cabang,neutral,5
sulit aplkasi gajelas sdh isi data bentar muter kesitu apk buruk download,negative,1
masuk susah bener bikin ribet urus,negative,2
captcha loading nya bgt,neutral,2
mobile jkn susah masyarakat registrasi instan ribet verifikasi otp bener verifikasi foto susah mohon koperatif layan aplikasi karna taruh nya nyawa orang,negative,1
bantu mudah,positive,5
mudah bpjs sehat,positive,5
tolong baik sistem aplikasi ya login susah data ulang kali salah masuk konfirmasi no telepon kode otp masuk masuk nomor telepon tolong baik mudah guna,negative,1
proses log in sulit layan aplikasi jelek banget ribet cui ya allah bikin emosi,negative,1
teman teman gabisa otp isi pulsa nomor masuk ribu aneh cuman nyata,negative,1
harus pasien milik hp fasilitas mobile jkn aplikasi lapis masyarakat,negative,1
kode otp terima kotak isi suda cek kali aja salah otp ga kirim butuh kalo reting tampa bintang ku pilih,negative,1
aplikasi gjls suruh nunggu mulu ratus detik,negative,1
harap buka izin tangkap layar dokter asisten kirim bukti daftar,neutral,5
maaf loh verifikasi no telpon sms ga muncul udah tunggu trus ulang kocak baik gunain anggar bener,negative,1
bikin hp eror log in payah lot,negative,3
akses mudah ubah data pesertasangat bantu,positive,5
verifikasi ruwett sekali d ikutin intruksinya gagal unistal aja aplikasi bobrok,negative,1
nya jkn obat cepat,positive,5
aplikasi aneh daftarin tambah serta anak sayadi terang sdh terdaftartp pas d cek blom nama anak sayapas daftar ulang tulis sdh terdaftarpas tlpon ngmg sm cs ny mati tlpon nyaberulang kali telpon ngmg sm cs ny mati sendiritolong d baik aplikasi nyatlpon selular jg itusetiap pilih menu bicara sm cs langsung mati aneh,negative,1
terima kasih suka suka,positive,5
woke deh tingkat layan,positive,5
gk pake antriiii lamaaaaaa,neutral,5
aplikasi rampung paksa pengunannya data password user simpan google sesuai aplikasi nomor email ganti sekolah anggap salah input nomor beda daftar sistem sistem bisa beda tuh gimana logika simpan google lock email nomor hp,negative,1
susah banget login nya pasword salah pasword salah gilir reset password ga kocak apk tolong baik sistem nya,negative,1
wa pandawa guna malu buang,neutral,1
akun,neutral,4
ganti faskes gak klik provinsi kabupatenya baik bang bayar lho,negative,1
kode otp ga prnah,negative,1
manfaat sehat,positive,5
susah ngubah nik,negative,3
,neutral,5
konfirmasi muka susah bintang,negative,1
aplikasi jelek bikin aplikasi g,negative,1
oke banget mudah,positive,5
log in aplikasi inipdhal nik yg masuk benarpasword benarcaptca tp gagal masukdan pemberitahuan nik salah mohon solusi,negative,4
aplikasi nya mudah obat bpjs cuman jelek nya gin suka akunnyaa,positive,1
nggak daftar autodebit,negative,1
knp login gagal trus mkn daptar online brobat,negative,5
layan lot banget gaji gimana,negative,1
sangant bantun,neutral,5
aplikasi tolol gk,negative,1
apk rusak kode no hp kaya bansos,negative,1
oke,positive,5
banget logout udah aktifin biometrik tetep gabisa login klik lupa sandi proses verifikasi nya gabisa udah nunggu gaada kode yg masuk aplikasi ribet susah digunain,negative,1
ngebug internet koneksi wifi lancar pake data full g sambung nunggu pasien tinggal gimana sih aplikasi aneh,negative,1
mudah gunakanya tanfa kantor bpjs,positive,5
masuk alas nik gak daftar mending masuk id bpjs masuk anchor,negative,1
top,positive,5
bantu mudah ubah data,positive,5
perintah bener bikin aplikasi testing bener bener kalo udah sekian testing deploy forgot password aja kode otp kaga muncul kocak bener mentang digitalisasi software ga coba main deploy aja,negative,1
knp aplikasi jkn gak buka ngebleng hitam gmn nie,negative,2
bantu ubah data kantor,positive,5
praktis bsa buka hp mana,positive,5
error payah,negative,1
proses ribet lot nunggu kode otp bikin emosi,negative,1
alas indonesia gak maju aplikasi aja ruwet login nunggu detik niat aplikasi gak jkn jmo,negative,1
minta proses mulu bikin kesel,negative,1
aplikasi ga kode otp ga masuk mohon hapus aja aplikasi nya aplikasi gjls ga,negative,1
verifikasi nomor gabisa knp cuman opsi sms yg nama wa baik sistem,neutral,1
aplikasi rugi rakyat bikin susah aplikasi masuk sulit data sdh masuk tdk masuk aneh giring cs ferivikasi sms gratis oknum yg ambil untung biaya pulsa sms call center oknum penjara,negative,1
luarr bantu mudah layan,positive,5
ngak blh daftar skrg si nya,neutral,1
mantap cepat verifikasi,positive,5
kali sandi kode otp nya gak kirim kirim emng rada rada anehhhhhhhhhh,negative,1
program sehat yg bantu masyarakat,positive,5
pokoke yess,positive,5
aplikasi ampas auto logout akun log in autodebit bayar bpjsnya gk tolak autodebit,negative,1
bagus aplikasi bantu,positive,5
mudah layan jd cepat,positive,5
puas,positive,5
lemottt susah akses,neutral,1
susah bgt foto td ga,negative,1
proses lancar cepat,positive,5
moga dalm layan yg baik,positive,5
aplikasi nya mudah,positive,5
mohon solusi otp masuk jaring bagus pulsa coba daftar tulis nik proses gimana,neutral,1
aplikasi ngga bikin ribet daftar aja sulit,negative,1
bantu mudah daftar,positive,5
indonesia cemasss bikin aplikasi aja zonkkkkkkkkk,negative,1
gimana sih verifikasi wajah sampe tangan gel nggak kalo sempurna ngapain implementasi sih bikin ribet aja,negative,3
verivikasi gagal kode eror,neutral,2
error terooosss,negative,1
g dptin otp nya ya pdhl udh isi pulsa,neutral,1
ko gk tampil d layar utama,negative,1
aplikasi nyusahin orangngapain bikin aplikasi yg gak fungsiapk sampah,negative,1
bagus akurat percaya,positive,5
mudah bantu,positive,5
good respon cepat,positive,5
app jelek loading melulu captcha muncul,negative,1
knp instal android ga,negative,3
bayar masuk aplikasi aja susah cek info iur offline asa aplikasi aman aja,negative,1
